,dates_in_situ,transect_id,cross_distance_in_situ,dates_sds,tide,cross_distance_sds_raw,tide_tide,transect_id_sds_tide,cross_distance_sds_tide,timedelta
21,2000-07-05 00:00:00+00:00,584,128.9,2000-07-02 00:00:00+00:00,1.0386489572600477,137.1287388,1.0386489572600477,584.0,137.34743308034106,3 days
22,2000-08-03 00:00:00+00:00,584,132.84,2000-08-11 00:00:00+00:00,0.688618664,143.1075969,0.688618664,584.0,140.65430428701927,-8 days
23,2000-08-31 00:00:00+00:00,584,144.69,2000-08-27 00:00:00+00:00,1.0079737462360625,152.1108821,1.0079737462360625,584.0,152.09541450511315,4 days
24,2000-10-18 00:00:00+00:00,584,136.75,2000-10-22 00:00:00+00:00,-0.324344256,141.5939314,-0.324344256,584.0,131.40809739395968,-4 days
25,2000-11-20 00:00:00+00:00,584,134.37,2000-11-15 00:00:00+00:00,-0.139274249,143.2879601,-0.139274249,584.0,134.51487427564223,5 days
26,2000-12-04 00:00:00+00:00,584,138.18,2000-12-01 00:00:00+00:00,-0.540807557,133.8180601,-0.540807557,584.0,121.97983444614113,3 days
27,2000-12-19 00:00:00+00:00,584,144.51,2000-12-09 00:00:00+00:00,1.1822851077070584,153.322221,1.1822851077070584,584.0,154.63737452533346,10 days
28,2001-01-17 00:00:00+00:00,584,131.68,2001-01-18 00:00:00+00:00,-0.217331919,138.7157661,-0.217331919,584.0,129.34682015671615,-1 days
29,2001-02-01 00:00:00+00:00,584,126.44,2001-02-03 00:00:00+00:00,-0.312949017,134.0657678,-0.312949017,584.0,123.96692036615484,-2 days
30,2001-02-16 00:00:00+00:00,584,127.67,2001-02-11 00:00:00+00:00,-0.266209837,145.6665552,-0.266209837,584.0,135.92449536910698,5 days
31,2001-03-07 00:00:00+00:00,584,124.01,2001-02-27 00:00:00+00:00,-0.443444775,140.0961025,-0.443444775,584.0,129.0011042266282,8 days
